ch,yue
㬶,hou
㬷,kwan
㬸,tiu
㬹,zaang
㬺,tang
㬻,fong
㬼,fuk
㬽,ngok
㬾,tyun
㬿,tan
㭀,sai
㭁,jing
㭂,liu
㭂,niu
㭃,gong
㭄,seon
㭅,saam
㭆,naai
㭇,jyun
㭈,kyut
㭉,waa
㭊,sik
㭋,paang
㭌,jyu
㭍,cat
㭎,gong
㭏,wai
㭏,fai
㭐,daai
㭑,mui
㭒,zi
㭓,bin
㭔,lou
㭕,keoi
㭖,doi
㭗,ming
㭘,gap
㭙,zaak
㭚,leoi
㭛,paai
㭜,jung
㭝,kau
㭞,lyut
㭟,gung
㭠,sin
㭡,sai
㭢,hing
㭣,man
㭤,niu
㭥,fu
㭦,zaak
㭧,zau
㭨,je
㭩,lyut
㭪,fu
㭫,co
㭬,doek
㭭,baat
㭮,zaat
㭯,zip
㭰,zeoi
㭱,haap
㭲,gik
㭳,haau
㭴,gin
㭵,din
㭶,fong
㭷,naam
㭸,tou
㭹,jin
㭺,jim
㭻,tong
㭼,taap
㭽,dai
㭾,gwat
㭿,ngong
㮀,haam
㮁,haau
㮂,guk
㮃,wai
㮄,bong
㮅,zeoi
㮆,jit
㮇,tim
㮈,noi
㮉,hap
㮊,mau
㮋,jau
㮌,min
㮍,zin
㮎,bui
㮏,noi
㮐,saang
㮑,caap
㮒,jim
㮓,gang
㮔,cung
㮕,jyun
㮖,git
㮗,ging
㮘,mou
㮙,ngok
㮚,leot
㮛,ci
㮜,zong
㮝,hat
㮞,zit
㮟,lin
㮟,nin
㮠,wing
㮡,gun
㮢,hau
㮣,koi
㮤,cung
㮥,ban
㮦,sok
㮧,wu
㮨,zik
㮩,sik
㮪,kung
㮫,hot
㮬,jung
㮭,gaam
㮮,git
㮯,wan
㮰,pei
㮱,sing
㮲,cau
㮳,zan
㮴,sau
㮵,zin
㮶,sok
㮷,gai
㮸,sung
㮹,zi
㮺,bun
㮻,sou
㮼,sin
㮽,pun
㮾,long
㮿,bat
㯀,syun
㯁,pui
㯂,daai
㯃,cat
㯄,zi
㯅,pei
㯆,caan
㯇,bai
㯈,cuk
㯉,wok
㯊,han
㯋,gwing
㯌,cyun
㯍,zoeng
㯎,lyun
㯎,nyun
㯏,guk
㯐,to
㯑,zoeng
㯒,mik
㯓,taap
㯔,ceoi
㯕,sai
㯖,dak
㯗,haan
㯘,fun
㯙,zit
㯚,daap
㯛,wu
㯜,zyut
㯝,lou
㯞,gyun
㯟,luk
㯠,hin
㯡,paau
㯢,zam
㯣,fan
㯤,gik
㯥,cou
㯦,kei
㯧,ciu
㯨,suk
㯩,tai
㯪,ling
㯫,keoi
㯬,lim
㯭,lou
㯮,suk
㯯,gung
㯰,zik
㯱,piu
㯱,pou
㯲,gam
㯳,king
㯴,jung
㯵,dung
㯶,zung
㯷,buk
㯸,zeon
㯹,biu
㯺,haam
㯻,gwan
㯼,goi
㯽,ban
㯾,zou
㯿,lip
㰀,lai
㰁,lo
㰂,sam
㰃,min
㰄,zin
㰅,dik
㰆,bai
㰇,cim
㰈,lim
㰉,zeon
㰊,cim
㰋,pan
㰌,kok
㰍,lung
㰎,zeoi
㰏,gou
㰐,to
㰑,saam
㰒,hok
㰓,laam
㰔,sip
㰕,hei
㰖,laam
㰗,cik
㰘,ji
㰙,no
㰚,lei
㰛,joek
㰜,din
㰝,ji
㰞,ci
㰟,gat
㰠,hong
㰡,haai
㰢,hang
㰣,zi
㰤,ho
㰥,hai
㰦,heoi
㰧,hoi
㰨,haai
㰩,hoi
㰪,gwai
㰫,caam
㰬,seon
㰭,heoi
㰮,san
㰯,tau
㰰,gaap
㰱,saap
㰲,juk
㰳,aa
㰴,fau
㰵,zeot
㰶,jau
㰷,zi
㰸,lim
㰹,him
㰺,haa
㰻,ji
㰼,sip
㰽,jin
㰾,giu
㰿,hei
㱀,zyut
㱁,seoi
㱂,hong
㱃,jam
㱄,hak
㱅,ji
㱆,hei
㱇,sik
㱈,gam
㱉,jip
㱊,jau
㱋,kok
㱌,jip
㱍,lyun
㱎,gwan
㱏,zing
㱐,zing
㱑,seoi
㱒,ho
㱓,ling
㱔,se
㱕,gwai
㱖,seoi
㱗,jau
㱘,jim
㱙,jau
㱙,lau
㱙,nau
㱚,caan
㱛,daai
㱜,zaat
㱝,sei
㱞,ngap
㱟,pei
㱠,fu
㱡,sing
㱢,long
㱣,teoi
㱤,sik
㱥,ling
㱦,kei
㱧,waat
㱨,lim
㱩,duk
㱪,fan
㱫,laan
㱬,wui
㱭,dyun
㱮,kui
㱯,ngoi
㱰,zoi
㱱,wui
㱲,ji
㱳,mok
㱴,zi
㱵,fan
㱶,pang
㱷,zaap
㱸,pik
㱹,lik
㱺,leoi
㱻,lo
㱼,hoi
㱽,dam
㱾,goi
㱿,kok
㲀,zan
㲁,hung
㲂,cang
㲃,gau
㲄,huk
㲅,gai
㲆,ling
㲇,dung
㲈,siu
㲉,kok
㲊,jeoi
㲋,coek
㲌,ning
㲍,zi
㲎,leoi
㲏,pou
㲐,gam
㲑,seoi
㲒,bou
㲓,syu
㲔,sin
㲕,laai
㲖,siu
㲗,fu
㲘,keoi
㲙,sau
㲚,saa
㲛,zi
㲜,taan
㲝,jung
㲞,seot
㲟,jing
㲠,mou
㲡,noi
㲢,bin
㲣,sau
㲤,seoi
㲥,tong
㲦,hon
㲧,sou
㲨,jung
㲩,taap
㲪,dang
㲫,buk
㲬,ziu
㲭,taan
㲮,taap
㲯,laam
㲰,ling
㲰,ning
㲱,lip
㲲,dip
㲳,dit
㲴,zung
㲵,siu
㲶,lou
㲷,daam
㲸,kap
㲹,gwai
㲺,cat
㲻,nik
㲼,ngaai
㲽,lin
㲽,nin
㲾,jyu
㲿,wong
㳀,gwo
㳁,zak
㳂,jyun
㳃,ceoi
㳄,jin
㳅,lau
㳆,tau
㳇,fu
㳈,pui
㳉,jyut
㳊,jau
㳋,jau
㳌,aap
㳍,bou
㳎,bin
㳏,si
㳐,zaat
㳑,jat
㳒,faat
㳓,jau
㳔,deoi
㳕,laan
㳖,ji
㳗,caai
㳘,cung
㳙,gyun
㳚,wat
㳛,jyu
㳜,jau
㳝,hong
㳞,cung
㳟,hung
㳠,taat
㳡,wo
㳢,kiu
㳣,lou
㳤,suk
㳥,lung
㳦,haai
㳧,cip
㳨,zaat
㳩,taam
㳪,pei
㳫,zaam
㳬,syun
㳭,jin
㳮,niu
㳯,san
㳰,kau
㳱,joeng
㳲,taai
㳳,hak
㳴,mat
㳵,gwai
㳶,nau
㳷,fui
㳸,faa
㳹,wong
㳺,jau
㳻,zaak
㳼,bat
㳽,nei
㳾,goeng
㳿,sit
㴀,faan
㴁,jik
㴂,taam
㴃,leoi
㴄,wang
㴅,siu
㴆,zam
㴇,sip
㴈,ngan
㴉,zai
㴊,jyun
㴋,suk
㴋,siu
㴌,gu
㴍,sing
㴎,noi
㴏,wong
㴐,min
㴑,sou
㴒,jik
㴓,saai
㴔,kap
㴕,wo
㴖,lok
㴗,jau
㴘,mou
㴙,zaap
㴚,seoi
㴛,zi
㴜,pin
㴝,lai
㴞,tou
㴟,hau
㴠,haam
㴡,hoeng
㴢,cung
㴣,ji
㴤,cyu
㴥,ciu
㴦,gun
㴧,sik
㴨,zam
㴩,jung
㴪,jit
㴫,gwan
㴬,ze
㴭,jiu
㴮,sit
㴯,zi
㴰,nang
㴱,sam
㴲,si
㴳,lung
㴴,zaam
㴵,mat
㴶,kok
㴷,daam
㴸,sim
㴹,mai
㴺,zip
㴻,syu
㴼,suk
㴽,sit
㴾,but
㴿,ding
㵀,zuk
㵁,fong
㵂,syu
㵃,se
㵄,hon
㵅,taam
㵆,gou
㵇,tim
㵈,gu
㵉,lam
㵊,naap
㵋,mik
㵌,ceon
㵍,mun
㵎,gaan
㵏,ceoi
㵐,kyut
㵑,ho
㵒,fai
㵓,zik
㵔,ce
㵕,sam
㵖,neoi
㵗,pang
㵘,maan
㵙,hei
㵚,fu
㵛,sin
㵜,naam
㵝,jeoi
㵞,sau
㵟,mei
㵠,fat
㵡,bok
㵢,leoi
㵣,hot
㵤,saap
㵥,mat
㵦,seoi
㵧,got
㵨,pei
㵩,jai
㵪,jin
㵫,nap
㵬,jing
㵭,zyu
㵮,seon
㵯,fung
㵰,zeoi
㵱,piu
㵲,mou
㵳,liu
㵴,cong
㵵,zau
㵶,zit
㵷,bin
㵸,joek
㵹,wun
㵺,paai
㵻,jau
㵼,se
㵽,leoi
㵾,cing
㵿,jiu
㶀,gaau
㶁,gwik
㶂,wong
㶃,mou
㶄,jim
㶅,hok
㶆,zyu
㶇,waang
㶈,jing
㶉,kai
㶊,can
㶋,jeoi
㶌,lin
㶍,sin
㶎,waan
㶏,jan
㶐,jing
㶑,lim
㶒,sim
㶓,cong
㶔,baai
㶕,gaan
㶖,suk
㶗,faan
㶘,tim
㶙,jeoi
㶚,baa
㶛,jyu
㶜,jyun
㶝,jing
㶞,nong
㶟,leoi
㶠,jik
㶡,daai
㶢,gau
㶣,cim
㶤,caau
㶥,gon
㶦,zeon
㶧,nyun
㶨,pui
㶩,jam
㶪,pui
㶫,liu
㶬,mut
㶭,jau
㶮,siu
㶯,lau
㶰,ham
㶱,bun
㶲,jung
㶳,zeon
㶴,ci
㶵,jam
㶶,nung
㶶,lung
㶶起块面,lung hei faai min
㶶起块面,nung hei faai min
㶷,ceon
㶸,hip
㶹,hung
㶺,tim
㶻,fung
㶼,zeon
㶽,wo
㶾,biu
㶿,but
㷀,king
㷁,jung
㷂,seoi
㷃,ceoi
㷄,fui
㷅,caau
㷆,fau
㷇,fui
㷈,ap
㷉,wai
㷊,fan
㷋,taam
㷌,zau
㷍,leon
㷎,hot
㷏,jung
㷐,wai
㷑,jin
㷒,jyu
㷓,zung
㷔,jim
㷕,cau
㷖,ziu
㷗,gwing
㷘,toi
㷙,zin
㷚,ting
㷛,bou
㷜,jik
㷝,dat
㷞,hau
㷟,teoi
㷠,leon
㷡,gwing
㷢,zaa
㷣,sing
㷤,huk
㷥,zing
㷦,gwik
㷧,jyun
㷨,fung
㷩,hei
㷪,zeon
㷫,hing
㷫炠炠,hing hap hap
㷫过辣鸡,hing gwo naat gai
㷫過辣雞,hing gwo naat gai
㷬,mok
㷭,fung
㷮,zou
㷯,bung
㷰,ci
㷱,hung
㷲,dung
㷳,ngon
㷴,lik
㷵,mak
㷶,bik
㷷,zeon
㷸,jip
㷹,zaau
㷺,saat
㷻,mou
㷼,jin
㷽,sin
㷾,koek
㷿,him
㸀,toi
㸁,hon
㸂,seoi
㸃,dim
㸄,zai
㸅,zit
㸆,kaau
㸇,zyun
㸈,ziu
㸉,sit
㸊,laai
㸋,faan
㸌,fok
㸍,hei
㸎,nip
㸏,mei
㸐,jin
㸑,cyun
㸒,jam
㸓,mat
㸔,hon
㸕,fok
㸖,ceoi
㸗,tung
㸘,maan
㸙,ze
㸚,lei
㸛,siu
㸜,hung
㸝,him
㸞,zit
㸟,zi
㸠,tiu
㸡,syu
㸢,bei
㸣,jip
㸤,pin
㸥,zaam
㸦,wu
㸧,ngan
㸨,kau
㸩,ngon
㸪,seon
㸫,gin
㸬,bui
㸭,baa
㸮,fan
㸯,fo
㸰,fo
㸱,fo
㸲,zok
㸳,ling
㸴,sek
㸵,gwai
㸶,jin
㸷,sai
㸸,hau
㸹,lyut
㸺,saa
㸻,zi
㸼,fung
㸽,bui
㸾,jan
㸿,duk
㹀,bui
㹁,loeng
㹂,jin
㹃,fe
㹃,he
㹄,zik
㹅,zung
㹆,fai
㹇,hot
㹈,mou
㹉,jyun
㹊,ngok
㹋,sau
㹌,caan
㹍,dik
㹎,leoi
㹏,gan
㹐,sung
㹑,sei
㹒,pok
㹓,jiu
㹔,goeng
㹕,waan
㹖,waan
㹗,tou
㹘,jyu
㹙,wang
㹚,wang
㹛,jiu
㹜,ngan
㹝,si
㹞,ngan
㹟,kyut
㹠,tyun
㹡,jyun
㹢,gaa
㹣,zung
㹤,hip
㹥,zyu
㹦,diu
㹧,ong
㹨,jau
㹩,hing
㹪,saan
㹫,ji
㹬,si
㹭,jai
㹮,mak
㹯,jau
㹰,gong
㹰,gwong
㹱,zoek
㹲,haau
㹳,ng
㹴,gang
㹵,jing
㹶,ting
㹷,hei
㹸,maau
㹹,gang
㹺,daat
㹻,wo
㹼,guk
㹽,caan
㹾,piu
㹿,zuk
㺀,fat
㺁,nou
㺂,ngaam
㺃,gau
㺄,jyu
㺅,hau
㺆,ban
㺇,si
㺈,ci
㺉,kau
㺊,joeng
㺋,jung
㺌,laam
㺍,ban
㺍,bin
㺎,jung
㺏,lau
㺐,liu
㺑,saam
㺒,haau
㺓,zaak
㺔,hoi
㺕,faan
㺖,haam
㺗,caan
㺘,zaam
㺙,sat
㺚,caat
㺛,zyu
㺜,nung
㺝,haam
㺞,jyu
㺟,zok
㺠,jau
㺡,lik
㺢,fok
㺢,o
㺣,hei
㺤,cim
㺥,caam
㺦,lin
㺧,hiu
㺨,si
㺩,gau
㺪,pok
㺫,kau
㺬,gung
㺭,zi
㺮,jyu
㺯,lung
㺰,si
㺱,jing
㺲,nau
㺳,mui
㺴,baat
㺵,gau
㺶,dau
㺷,seot
㺸,ping
㺹,bin
㺺,mou
㺻,fat
㺼,pat
㺽,pei
㺾,gwing
㺿,ji
㻀,jyu
㻁,gwai
㻂,ping
㻃,kuk
㻄,bou
㻅,faai
㻅,wui
㻆,jyun
㻇,cyun
㻈,hau
㻉,bou
㻊,mun
㻋,laat
㻌,tou
㻍,ng
㻎,sat
㻏,ling
㻐,ceon
㻑,gwai
㻒,kwan
㻓,zau
㻔,do
㻕,gwat
㻖,doi
㻗,pui
㻘,sam
㻙,juk
㻚,pang
㻛,ji
㻜,cung
㻝,laat
㻞,ban
㻟,ceoi
㻠,dat
㻡,sit
㻢,si
㻣,sam
㻤,gik
㻥,jau
㻦,jyu
㻧,do
㻨,jyun
㻩,gim
㻪,zeon
㻫,bit
㻬,tou
㻭,sat
㻮,caan
㻯,tou
㻰,wai
㻱,fung
㻲,leoi
㻳,lei
㻴,maan
㻵,zaan
㻶,bat
㻷,gik
㻸,zam
㻹,hyun
㻺,lik
㻻,deon
㻼,taam
㻽,zeoi
㻾,jung
㻿,suk
㼀,daat
㼁,ji
㼂,man
㼃,laap
㼄,gei
㼅,gong
㼅,gwong
㼆,jing
㼇,king
㼈,lo
㼉,zam
㼊,tyun
㼋,gu
㼌,jyu
㼍,leoi
㼎,bok
㼏,leoi
㼏,neoi
㼐,pin
㼑,lin
㼒,tong
㼓,lim
㼔,wan
㼕,dong
㼖,lai
㼗,ting
㼘,ngaa
㼙,zau
㼚,gong
㼛,jing
㼜,ong
㼝,wun
㼞,pang
㼟,baak
㼠,to
㼡,syu
㼢,ji
㼣,baak
㼤,kit
㼥,tau
㼦,gung
㼧,tung
㼨,ham
㼩,sing
㼪,zip
㼫,wun
㼬,hang
㼭,dim
㼮,caai
㼯,dung
㼰,pei
㼱,jyun
㼲,lip
㼳,saang
㼴,ngau
㼵,tai
㼶,jyu
㼷,zyun
㼸,jung
㼹,hong
㼺,tong
㼻,cung
㼼,piu
㼽,cong
㼾,luk
㼿,tung
㽀,zeng
㽁,lik
㽂,saap
㽃,pun
㽄,si
㽅,dang
㽆,dong
㽇,huk
㽈,ji
㽉,haam
㽊,sip
㽋,lo
㽌,lau
㽍,ham
㽎,taam
㽏,gam
㽐,him
㽑,taam
㽒,sang
㽓,san
㽔,jeoi
㽕,jau
㽖,naam
㽗,din
㽘,gong
㽙,zeon
㽚,cik
㽛,kau
㽜,jyun
㽝,lai
㽞,lau
㽟,lyut
㽠,haap
㽡,bei
㽢,am
㽣,wik
㽤,guk
㽥,jau
㽦,wan
㽧,zi
㽨,co
㽩,cam
㽪,zang
㽫,jung
㽬,fu
㽭,jyun
㽮,sing
㽯,kwai
㽰,so
㽱,gaau
㽲,gaau
㽳,heoi
㽴,zoeng
㽵,zong
㽶,gei
㽷,seoi
㽸,sam
㽹,faan
㽺,gap
㽻,zi
㽼,jan
㽽,gu
㽾,ngat
㽿,go
㽿,gwo
㾀,hip
㾁,fat
㾂,hoi
㾃,to
㾄,duk
㾅,zi
㾆,cim
㾇,muk
㾈,fu
㾉,ling
㾊,zek
㾋,jau
㾌,sin
㾍,noi
㾎,aap
㾏,gaai
㾐,lai
㾑,daap
㾒,jyu
㾓,jyun
㾓㾓䠩䠩,jyun jyun gui gui
㾔,leoi
㾕,sam
㾖,lei
㾗,loeng
㾘,gang
㾘㾘声,ang ang seng
㾘㾘聲,ang ang seng
㾙,jan
㾚,se
㾛,cam
㾜,hip
㾝,ce
㾞,jau
㾟,bou
㾠,kong
㾡,koek
㾢,loi
㾣,ham
㾤,hong
㾥,cuk
㾦,pui
㾧,fo
㾨,ji
㾩,gwaai
㾪,saang
㾫,pin
㾬,gaai
㾭,zau
㾮,wong
㾯,fui
㾰,wu
㾱,fai
㾲,ngou
㾳,zi
㾴,caa
㾵,gai
㾶,gwat
㾷,sai
㾸,gou
㾹,caai
㾺,maa
㾻,zyu
㾼,teoi
㾽,zeoi
㾾,him
㾿,long
㿀,baan
㿁,hiu
㿂,zing
㿃,zai
㿄,aai
㿅,sin
㿆,gwo
㿇,zaap
㿈,jung
㿉,teoi
㿊,caam
㿋,sou
㿌,him
㿍,gaai
㿎,fan
㿏,kwan
㿐,ceoi
㿑,joek
㿒,dou
㿓,gaap
㿔,leoi
㿕,jim
㿖,lou
㿗,teoi
㿘,jing
㿙,pei
㿚,lo
㿛,lai
㿜,bit
㿝,hoeng
㿞,mou
㿟,baak
㿠,gong
㿠,gwong
㿡,dau
㿢,jiu
㿣,hot
㿤,ceon
㿥,hok
㿦,ning
㿧,cau
㿨,lik
㿩,tong
㿪,jyun
㿫,bei
㿬,baa
㿭,caak
㿮,joeng
㿯,daap
㿰,ngaau
㿱,zyut
㿲,ji
㿳,zi
㿴,daap
㿵,lou
㿶,bong
㿷,co
㿸,maan
㿹,taat
㿺,pok
㿺㿭,baau caak
㿻,gon
㿼,jin
㿽,hei
㿾,cyu
㿿,ngaa
䀀,faan
䀁,jau
䀂,on
䀃,teoi
䀄,mung
䀅,se
䀆,zeon
䀇,gu
䀈,kei
䀉,kiu
䀊,gaau
䀋,jim
䀌,sik
䀍,ham
䀎,min
䀏,jyun
䀐,saam
䀑,waat
䀒,cin
䀓,wun
䀔,jan
䀕,zan
䀖,tin
䀗,kyut
䀘,kwai
䀙,cai
䀚,ngong
䀛,maai
䀜,maai
䀝,bei
䀞,tou
䀟,fai
䀠,keoi
䀡,zim
䀢,seon
䀣,bei
䀤,mau
䀥,soek
䀦,gu
䀧,hung
䀨,gwaat
䀩,lok
䀪,hong
䀫,gaap
䀬,cyun
䀭,goi
䀮,fong
䀯,bou
䀰,guk
䀱,fung
䀲,muk
䀳,laat
䀴,jing
䀵,seon
䀶,loeng
䀷,gip
䀸,cai
䀹,sim
䀹,gap
䀹,zip
䀺,cau
䀻,ping
䀼,can
䀽,jin
䀾,dou
䀿,cai
䁀,dai
䁁,loeng
䁂,haan
䁃,biu
䁄,jing
䁅,maang
䁅頸,mang geng
䁅颈,mang geng
䁆,jip
䁇,mik
䁈,kai
䁉,kai
䁊,waat
䁋,hip
䁌,wat
䁍,hap
䁎,caang
䁏,jiu
䁐,jing
䁑,joeng
䁒,cap
䁓,zong
䁓,zung
䁔,hyun
䁕,man
䁖,lau
䁗,hoi
䁘,jiu
䁙,aan
䁚,syun
䁛,gwai
䁜,fong
䁝,jing
䁞,saang
䁟,caa
䁠,lim
䁡,sim
䁢,syun
䁣,syun
䁤,caak
䁥,nik
䁦,ceoi
䁧,miu
䁨,fok
䁩,jyu
䁪,zaam
䁫,wat
䁬,cang
䁭,biu
䁮,cim
䁯,hap
䁰,hong
䁱,kau
䁲,maai
䁳,mong
䁴,zin
䁵,bin
䁶,gik
䁷,gok
䁸,nong
䁹,pai
䁺,sik
䁻,soek
䁼,mak
䁽,laap
䁾,mit
䁿,mak
䂀,hei
䂁,caam
䂂,keoi
䂃,ziu
䂄,fok
䂅,haan
䂆,gwik
䂇,luk
䂇,nuk
䂈,tung
䂉,hau
䂊,jyu
䂋,jau
䂌,cung
䂍,bok
䂎,zyun
䂏,diu
䂐,dyut
䂑,zai
䂒,kit
䂓,kwai
䂔,jing
䂕,wai
䂖,sek
䂗,fat
䂘,caai
䂙,deoi
䂚,haau
䂛,jyu
䂜,pong
䂝,zaak
䂞,ze
䂟,gaa
䂠,si
䂡,dai
䂢,dung
䂣,ci
䂤,fu
䂥,man
䂦,zan
䂧,can
䂨,cik
䂩,jin
䂪,haau
䂫,ban
䂫,haang
䂬,gung
䂭,haau
䂮,loek
䂯,gwaai
䂰,laap
䂱,jeoi
䂲,faat
䂳,co
䂴,jin
䂵,gung
䂶,gip
䂷,gwaai
䂸,gwok
䂹,saak
䂺,wo
䂻,zaang
䂼,nit
䂽,diu
䂾,loi
䂿,daap
䂿䂿趯,daap daap tik
䂿地,dam dei
䂿脚,dam goek
䂿腳,dam goek
䂿骨,dap gwat
䃀,ceoi
䃁,aa
䃂,gwan
䃃,mong
䃄,ging
䃅,dai
䃆,kei
䃇,min
䃈,gaai
䃉,man
䃊,zeoi
䃋,jyu
䃌,zan
䃍,zeoi
䃎,zaa
䃏,sing
䃐,dat
䃑,baan
䃒,hat
䃓,gau
䃔,hung
䃕,lou
䃖,wu
䃗,bok
䃘,hang
䃙,luk
䃚,zuk
䃛,lin
䃜,ji
䃝,hat
䃞,suk
䃟,saan
䃠,syun
䃡,zam
䃢,jam
䃣,wai
䃤,suk
䃥,cong
䃦,deon
䃧,lung
䃨,koeng
䃩,laau
䃩,naau
䃪,taan
䃫,daam
䃬,ngai
䃭,gam
䃮,daat
䃯,lik
䃰,caat
䃱,cim
䃲,pun
䃳,laap
䃴,zyu
䃵,niu
䃶,waai
䃷,jing
䃸,cim
䃹,laan
䃺,mo
䃻,baa
䃼,buk
䃽,gwai
䃾,bei
䃿,fu
䄀,wo
䄁,jai
䄂,lau
䄃,joeng
䄄,jan
䄅,gyun
䄆,wut
䄇,cing
䄈,dau
䄉,ngo
䄊,zi
䄋,jim
䄌,zeoi
䄍,zaa
䄎,kei
䄏,hin
䄐,hyun
䄑,wut
䄒,nam
䄓,waang
䄔,geoi
䄕,se
䄖,jyu
䄗,jyun
䄘,paang
䄙,ming
䄚,cou
䄛,leoi
䄜,lei
䄝,cong
䄞,zai
䄟,ceoi
䄠,sim
䄡,daam
䄢,zaai
䄣,suk
䄤,laai
䄥,ling
䄦,liu
䄧,jing
䄨,jyu
䄩,jik
䄪,tiu
䄫,hei
䄬,ji
䄭,lin
䄭,nin
䄮,fu
䄯,gin
䄰,ngaa
䄱,fong
䄲,jeoi
䄳,sin
䄴,jyut
䄵,lai
䄶,bat
䄷,sek
䄸,pok
䄹,nin
䄺,zi
䄻,tou
䄼,tim
䄽,sin
䄾,juk
䄿,jai
䅀,lit
䅁,on
䅂,hok
䅃,kung
䅄,lai
䅅,gwai
䅆,zi
䅇,suk
䅈,jyun
䅉,aa
䅊,caa
䅋,maan
䅌,gyun
䅍,ting
䅎,jau
䅏,mei
䅐,gin
䅑,jeoi
䅒,mong
䅓,geoi
䅔,zi
䅕,geoi
䅖,am
䅗,seoi
䅘,loi
䅙,muk
䅚,hyun
䅛,coeng
䅜,do
䅝,hung
䅞,lak
䅞,nak
䅟,caam
䅟,saam
䅠,tai
䅡,seoi
䅢,zau
䅣,wong
䅤,cap
䅥,git
䅦,maau
䅧,jim
䅨,hoeng
䅩,zi
䅪,teoi
䅫,loek
䅬,aai
䅭,pong
䅮,cong
䅯,tong
䅰,an
䅰,ngan
䅱,ngan
䅲,kei
䅳,co
䅴,sok
䅵,zoek
䅶,nau
䅷,tou
䅸,san
䅹,lau
䅺,biu
䅻,lei
䅼,maan
䅽,hing
䅾,sam
䅿,waa
䆀,mui
䆁,gou
䆂,lim
䆃,dou
䆄,zin
䆅,ci
䆆,cou
䆇,fung
䆈,zi
䆉,baa
䆊,seoi
䆋,cau
䆌,kai
䆍,lung
䆎,cim
䆏,fai
䆐,gwok
䆑,caang
䆒,gau
䆓,ngaai
䆔,cung
䆕,jyut
䆖,wang
䆗,jiu
䆘,aap
䆙,jiu
䆚,tung
䆛,zaa
䆜,jau
䆝,hyut
䆞,jiu
䆟,hap
䆠,waan
䆡,laang
䆢,jyut
䆣,san
䆤,cyun
䆥,cyun
䆦,sam
䆧,wo
䆨,ning
䆩,ming
䆪,hung
䆫,coeng
䆬,wan
䆭,hin
䆮,zam
䆯,zeot
䆰,jyu
䆱,taam
䆲,kwaang
䆳,seoi
䆴,gwai
䆵,caang
䆶,zau
䆷,hyut
䆸,zang
䆹,cung
䆺,pun
䆻,kiu
䆼,wo
䆽,keoi
䆾,laam
䆿,ngai
䇀,jung
䇁,si
䇂,hin
䇂,ngaai
䇃,zi
䇄,hat
䇅,fat
䇇,maang
䇈,waa
䇊,gong
䇊,gwong
䇋,hoi
䇌,ciu
䇍,cuk
䇎,coek
䇏,deoi
䇐,lei
䇑,baa
䇒,gaai
䇓,seoi
䇔,lo
䇕,seoi
䇖,wan
䇗,zung
䇘,wu
䇙,jan
䇚,pok
䇛,zi
䇜,him
䇝,zim
䇞,gam
䇟,gin
䇠,cyu
䇡,cyu
䇢,fu
䇣,nip
䇤,jeoi
䇥,zaak
䇦,joeng
䇧,zai
䇨,gung
䇩,jai
䇪,ci
䇫,gei
䇬,zyu
䇭,lou
䇮,jam
䇯,jung
䇰,zing
䇱,naap
䇲,caak
䇲,gaap
䇳,zin
䇴,sai
䇵,ngan
䇶,gok
䇷,bit
䇸,cing
䇹,kwan
䇺,dau
䇻,mei
䇼,jap
䇽,zai
䇽,zit
䇾,jin
䇿,cuk
䈀,saan
䈁,leon
䈂,ping
䈃,ziu
䈄,ham
䈅,wik
䈆,daai
䈇,zaau
䈈,fei
䈉,saap
䈊,ling
䈋,taap
䈌,ceoi
䈍,mang
䈎,jip
䈏,bok
䈐,kui
䈑,gwaa
䈒,naam
䈓,got
䈔,gaa
䈕,si
䈖,fo
䈗,so
䈘,ci
䈙,zau
䈚,doi
䈛,faai
䈜,cam
䈝,seoi
䈞,zuk
䈟,zit
䈠,wun
䈡,cung
䈢,soi
䈣,zing
䈤,kim
䈥,gan
䈦,zung
䈧,wai
䈨,haan
䈩,gim
䈪,hik
䈫,naap
䈬,pou
䈭,sau
䈮,geoi
䈯,zan
䈰,saau
䈱,tou
䈲,bun
䈳,daap
䈴,him
䈵,jung
䈶,jung
䈷,gaak
䈸,huk
䈹,sou
䈺,zung
䈻,pou
䈼,mit
䈽,gan
䈾,saau
䈿,mik
䉀,syu
䉁,ling
䉂,leoi
䉃,zoeng
䉄,ling
䉅,zap
䉆,niu
䉇,zaam
䉈,saan
䉉,gu
䉊,faan
䉋,mei
䉌,seoi
䉍,gaan
䉎,tong
䉏,haai
䉐,fu
䉑,mou
䉒,faan
䉓,lo
䉔,caan
䉕,cang
䉖,ling
䉗,jap
䉘,soeng
䉙,wan
䉚,mang
䉛,juk
䉜,zi
䉝,ngai
䉞,dam
䉟,wok
䉠,mei
䉡,taan
䉢,sik
䉣,se
䉤,sau
䉤,sou
䉥,sung
䉦,cin
䉧,lau
䉨,ngai
䉩,au
䉪,leoi
䉫,lai
䉬,fai
䉭,lip
䉮,leon
䉯,haan
䉰,haau
䉱,au
䉲,nei
䉳,sin
䉴,joeng
䉵,zaan
䉶,soeng
䉷,jim
䉸,bin
䉹,ling
䉺,hong
䉻,kei
䉼,liu
䉽,bun
䉾,bei
䉿,wu
䊀,wu
䊁,san
䊂,caak
䊃,bui
䊄,kung
䊅,ming
䊆,gau
䊇,bou
䊈,mui
䊉,sam
䊊,mei
䊋,zong
䊌,bei
䊍,lei
