ch,wuu-sh,wuu-sz
偾,fen,fen
偿,zaon,zaon
偿,saon,saon
傀,khue,khue
傃,su,sou
傅,fu,fu
傅,wu,vu
傈,liq,liq
傉,noq,gniaq
傍,baon,baon
傑,jiq,jiq
傒,yi,yi
傕,cioq,ciuq
傖,tshaon,tshaon
傖,tshen,tshen
傘,se,se
備,be,be
傚,yau,yau
傜,yau,yau
傝,thaq,thaeq
傢,ka,cia
傢,cia,cia
傢,ka,ka
傣,te,te
傥,daon,daon
傥,thaon,thaon
傧,pin,pin
储,zy,zyu
傩,nu,nou
催,tshoe,tshe
傭,yon,yon
傯,tson,tson
傲,ngau,ngau
傳,zoe,zoe
傴,eu,eu
債,tsa,tsa
傷,saon,saon
傺,tshy,tshyu
傻,sa,so
傻,sa,sa
傻瓜,sa kua,so ko
傾,chin,chin
僂,leu,leu
僅,jin,jin
僇,loq,loq
僉,tshi,tshie
僊,si,sie
僎,zoe,zoe
像,zian,zian
像个,zian ku,zian keq
像個,zian ku,zian kou
僑,jiau,jiau
僔,tsen,tsen
僕,boq,boq
僕,phoq,boq
僖,shi,shi
僚,liau,liau
僞,we,we
僤,de,de
僥,tsiau,tsiau
僥,ciau,ciau
僦,tsieu,tseu
僧,sen,sen
僨,fen,fen
僬,tsiau,tsiau
僭,tsi,tsie
僮,don,don
僮,zaon,zaon
僰,boq,boq
僱,ku,kou
僳,soq,soq
僵,cian,cian
僸,cin,cin
價,ka,cia
價,cia,cia
價,ka,ka
僻,phiq,phiq
儀,gni,gni
儂,non,non
億,i,i
儆,cin,cin
儇,shioe,shioe
儈,kue,kue
儉,ji,jie
儋,te,te
儐,pin,pin
儒,zy,zyu
儒,lu,zyu
儔,zeu,zeu
儕,ze,ze
儗,gni,gni
儘,tsin,tsin
儘,zin,zin
償,zaon,zaon
償,saon,saon
儡,le,le
儦,piau,piau
優,ieu,ieu
儲,zy,zyu
儳,ze,ze
儴,gnian,zan
儷,li,li
儸,lu,lou
儺,nu,nou
儻,daon,daon
儻,thaon,thaon
儼,gni,gnie
儾,naon,naon
儿,er,er
儿,ng,gni
儿,gni,gni
儿,er,ng
兀,ngeq,ngeq
允,ion,iun
允,iun,iun
允,yon,yun
允,yun,yun
兂,tsoe,tsoe
元,gnioe,gnioe
元,yoe,yoe
兄,shion,shion
兄長,shion tsan,shion tsan
兄长,shion tsan,shion tsan
充,tshon,tshon
充分,tshon ven,tshon ven
兆,zau,zau
兇,shion,shion
先,si,sie
先生,si san,sie san
先走了,si tseu leq,sie tseu leq
光,kuaon,kuaon
光,kuan,kuaon
光,kuaon,kuan
光复,kuaon voq,kuaon voq
光度,kuaon du,kuaon dou
光火,kuan hu,kuaon hou
光火,kuaon hu,kuaon hou
光生,kuaon san,kuaon san
光足,kuan tsoq,kuaon tsoq
克,kheq,kheq
兌,de,de
免,mi,mie
兑,de,de
兒,er,er
兒,ng,gni
兒,gni,gni
兒,er,ng
兔,thu,thou
兕,zy,zy
兖,yoe,ye
兖,yi,ye
兗,yoe,ye
兗,yi,ye
党,taon,taon
兜,teu,teu
兢,cin,cin
兢,cin,jin
入,zeq,zeq
入,zeq,gniq
兦,maon,maon
內,ne,ne
內行,ne ghaon,ne ghaon
內鬼,ne kue,ne kue
全,zi,zie
兩,lian,lian
兩伊,lian i,lian i
兩家,lian cia,lian cia
兩家,lian ka,lian cia
兩家頭,lian ka deu,lian cia deu
兩氣生,lian chi san,lian chi san
兩行,lian ghaon,lian ghaon
八,paq,poq
八个,paq gheq,poq keq
八个,paq ku,poq keq
八十,paq seq,poq seq
公,kon,kon
公家,kon cia,kon cia
六,loq,loq
六个,loq gheq,loq keq
六个,loq ku,loq keq
六十,loq seq,loq seq
兮,shi,shi
兮,shi,yi
兰,le,le
共,gon,gon
共度,gon du,gon dou
兲,thi,thie
关,kue,kue
关亡,kue maon,kue maon
关系,kue shi,kue shi
兴,shin,shin
兵,pin,pin
其,ji,ji
具,jiu,jiu
典,ti,tie
兹,tsy,tsy
兹,zy,zy
养,yan,yan
养刁囡,yan tiau noe,yan tiau noe
养大,yan du,yan dou
兼,ci,cie
兽,seu,seu
冀,ci,ci
冁,tshoe,tsoe
冂,cion,cion
内,ne,ne
内脏,ne zaon,ne tsaon
内行,ne ghaon,ne ghaon
内鬼,ne kue,ne kue
冇,mau,mau
冈,kaon,kaon
冉,zoe,zoe
冊,tshaq,tshaq
冊,tsheq,tsheq
册,tshaq,tshaq
册,tsheq,tsheq
再,tse,tse
冏,cion,cion
冑,zeu,zeu
冒,mau,mau
冔,shiu,shiu
冕,mi,mie
冖,miq,miq
冗,gnion,zon
写,sia,sia
写个,sia gheq,sia keq
写个,sia ku,sia keq
写字间,sia zy ke,sia zy ke
军,cion,ciun
军,ciun,ciun
军乐,cion yaq,ciun yaq
军乐,ciun yaq,ciun yaq
军长,cion tsan,ciun tsan
军长,ciun tsan,ciun tsan
农,non,non
农行,non ghaon,non ghaon
冠,kuoe,kuoe
冠,kue,kue
冢,tson,tson
冤,ioe,ioe
冤鬼,ioe kue,ioe kue
冥,min,min
冪,miq,miq
冬,ton,ton
冭,tha,tha
冯,von,von
冯,bin,bin
冰,pin,pin
冰烊了,pin yan leq,pin yan leq
冰生激骨,pin san ciq kueq,pin san ciq kueq
冱,wu,ghou
冲,tshon,tshon
决,cioq,ciuq
决,ciuq,ciuq
决断,cioq toe,ciuq toe
决断,ciuq toe,ciuq toe
况,huaon,huaon
况,khuaon,khuaon
冶,yi,ya
冶,ya,ya
冶,ya,ye
冷,lan,lan
冷,len,len
冻,ton,ton
冼,si,sie
冽,liq,liq
净,zin,zin
凃,du,dou
凄,tshi,tshi
准,tsen,tsen
凇,son,son
凉,lian,lian
凋,tiau,tiau
凌,lin,lin
凌凙兒,lin doq ng,lin doq gni
凍,ton,ton
减,ke,ke
减,ci,cie
凑,tsheu,tsheu
凓,liq,liq
凖,tsen,tsen
凘,sy,sy
凙,doq,doq
凚,jin,jin
凛,lin,lin
凜,lin,lin
凝,gnin,gnin
几,ci,ci
几个,ci gheq,ci keq
几个,ci ku,ci keq
几十,ci seq,ci seq
凡,ve,ve
凤,von,von
凤,bon,bon
凫,bu,bu
凫,vu,vu
凭,bin,bin
凭借,bin ziq,bin ziq
凯,khe,khe
凰,waon,waon
凱,khe,khe
凳,ten,ten
凵,khe,khe
凶,shion,shion
凸,deq,deq
凸,diq,diq
凹,au,au
出,tsheq,tsheq
出个,tsheq ku,tsheq keq
出個,tsheq ku,tsheq kou
出塞,tsheq se,tsheq se
出更,tsheq kan,tsheq ken
击,ciq,ciq
凼,daon,daon
函,ghoe,ghoe
凿,zoq,zoq
刀,tau,tau
刁,tiau,tiau
刂,tau,tau
刃,zen,zen
刃,len,zen
分,fen,fen
分,ven,ven
分个,fen gheq,fen keq
分之,ven tsy,ven tsyu
分內,ven ne,ven ne
分内,ven ne,ven ne
分行,fen ghaon,fen ghaon
切,tshiq,tshiq
刈,gni,gni
刉,ke,ke
刊,khe,khoe
刊行,khe ghan,khoe ghan
刊行,khe yin,khoe yin
刍,tshy,tshyu
刍,tshu,tshou
刎,ven,ven
刑,yin,yin
划,gho,gho
划,waq,waeq
划,o,gho
划,wa,gho
划了,waq liau,waeq liau
划分,waq fen,waeq fen
划拉,waq la,waeq la
划破,waq phu,waeq phu
刖,gnioq,ngeq
刖,gniuq,ngeq
刖,yoq,yuq
刖,yuq,yuq
列,liq,liq
刘,lieu,leu
则,tseq,tseq
刚,kaon,kaon
创,tshaon,tshaon
初,tshu,tshou
初更,tshu kan,tshou ken
删,se,se
判,phoe,phoe
別,biq,biq
別,beq,biq
別,biq,beq
刨,bau,bau
利,li,li
利差,li tsho,li tsho
刪,se,se
别,biq,biq
别,beq,biq
别,biq,beq
别,piq,piq
别个,biq gheq,biq keq
刭,cin,cin
刮,kuaq,kuaeq
到,tau,tau
到家,tau cia,tau cia
到家,tau ka,tau cia
刳,khu,khou
刴,tu,tou
制,tsy,tsyu
刷,seq,seq
券,chioe,chioe
刹,saq,saeq
刹,tshaq,tshaeq
刺,tshy,tshy
刺,tshy,tshiq
刻,kheq,kheq
刽,kue,kue
刿,kue,kue
剀,khe,khe
剁,tu,tou
剂,tsi,tsi
剃,thi,thi
剄,cin,cin
剅,teu,teu
則,tseq,tseq
剈,ioe,ioe
剉,tshu,tshou
削,siaq,siaq
剋,kheq,kheq
剌,laq,laeq
前,zi,zie
前个,zi ku,zie keq
前個,zi ku,zie kou
剎,saq,saeq
剐,ko,ko
剐,kua,ko
剑,ci,cie
剔,thiq,thiq
剕,vi,vi
剖,pheu,pheu
剖,phu,phu
剖,pheu,phoe
剚,tsy,tsy
剛,kaon,kaon
剜,uoe,uoe
剝,poq,poq
剞,ci,ci
剟,teq,teq
剡,yi,ye
剡,zoe,zoe
剥,poq,poq
剧,jiq,jiq
剩,zan,zan
剩,zen,zen
剩的,zen tiq,zen tiq
剩磁,zen zy,zen zy
剪,tsi,tsie
剮,ko,ko
剮,kua,ko
副,fu,fu
割,keq,keq
剴,khe,khe
創,tshaon,tshaon
剷,tshe,tshe
剽,biau,biau
剾,kheu,kheu
剿,ziau,ziau
剿,tshau,tshau
劁,ziau,ziau
劂,cioq,ciuq
劂,ciuq,ciuq
劃,waq,waeq
劄,tsaq,tsaeq
劇,jiq,jiq
劈,phiq,phiq
劉,lieu,leu
劊,kue,kue
劌,kue,kue
劍,ci,cie
劐,hoq,hoq
劑,tsi,tsi
劒,ci,cie
劓,gni,gni
劔,ci,cie
劗,tse,tse
劚,zoq,zoq
力,liq,liq
劜,gaq,gaeq
劝,chioe,chioe
劝降,chioe ghaon,chioe ghaon
办,be,be
办家家,be ka ka,be cia cia
功,kon,kon
加,ka,cia
加,cia,cia
加,ka,ka
加个,ka gheq,cia keq
加个,ka ku,cia keq
加只,ka tsaq,cia tsaq
加行,ka ghaon,cia ghaon
务,vu,vu
务,wu,vu
劢,ma,ma
劢,me,me
劣,liq,liq
动,don,don
动问,don men,don ven
助,zu,zou
助,zy,zyu
助長,zu tsan,zou tsan
助长,zu tsan,zou tsan
努,nu,nou
劫,ciq,ciq
劬,jiu,jiu
劭,zau,zau
励,li,li
劲,cin,cin
劲,jin,jin
劳,lau,lau
劾,gheq,gheq
劾,gheq,ngeq
势,sy,syu
勁,cin,cin
勁,jin,jin
勃,beq,beq
勇,ion,ion
勉,mi,mie
勉強,mi chian,mie chian
勉强,mi chian,mie chian
勋,shion,shion
勋,shiun,shiun
勍,jin,jin
勐,man,man
勒,leq,leq
勒杀吊死,leq saq tiau si,leq saeq tiau sy
勒殺吊死,leq saq tiau si,leq saeq tiau sy
勔,mi,mie
動,don,don
動問,don men,don ven
勖,shioq,shioq
勘,khoe,khoe
勘,khe,khoe
務,vu,vu
務,wu,vu
勚,yi,yi
勛,shion,shiun
勛,shiun,shiun
勜,on,on
勝,sen,sen
勝仗,sen tsan,sen tsan
勞,lau,lau
募,mu,mo
募,mo,mo
勠,loq,loq
勢,sy,syu
勣,tsiq,tsiq
勤,jin,jin
勤問,jin men,jin ven
勤问,jin men,jin ven
勦,ziau,ziau
勦,tshau,tshau
勩,yi,yi
勯,the,the
勰,yaq,yiq
勱,ma,ma
勱,me,me
勳,shion,shion
勳,shiun,shiun
勵,li,li
勸,chioe,chioe
勸降,chioe ghaon,chioe ghaon
勹,pau,pau
勺,zoq,zo
勺,zoq,zoq
勻,yon,yun
勻,yun,yun
勾,keu,keu
勿,veq,veq
勿死勿活,veq si veq weq,veq sy veq weq
勿生势,veq san sy,veq san syu
勿生勢,veq san sy,veq san syu
匀,yon,yun
匀,yun,yun
包,pau,pau
匆,tshon,tshon
匈,shion,shion
匍,boq,boq
匍,bu,bu
匏,bau,bau
匐,fu,fu
匐,voq,voq
匕,pi,pi
匕,phi,phi
化,ho,ho
化,hua,ho
化学,ho yaq,ho ghoq
化學,ho yaq,ho ghoq
化生,ho san,ho san
化生,ho sen,ho sen
北,poq,poq
匙,zy,zyu
匙,zy,zy
匚,faon,faon
匜,yi,yi
匝,tsaq,tsaeq
匟,khaon,khaon
匠,zian,zian
匡,khuaon,khuaon
匣,ghaq,ghaeq
匦,kue,kue
匪,fi,fi
匭,kue,kue
匮,gue,gue
匯,we,we
匱,gue,gue
匳,li,lie
匸,yi,yi
匹,phiq,phiq
区,chiu,chiu
区,eu,eu
区划,chiu waq,chiu waeq
区长,chiu tsan,chiu tsan
医,i,i
医生,i san,i san
匼,khaq,khaq
匽,i,ie
匽,i,i
匾,pi,pie
匿,gniq,gniq
區,chiu,chiu
區,eu,eu
區長,chiu tsan,chiu tsan
十,zeq,zeq
十,seq,seq
十,zeq,so
十个,zeq gheq,zeq keq
十个,zeq ku,zeq keq
十家,zeq cia,zeq cia
十行,zeq ghaon,zeq ghaon
卂,sin,sin
千,tshi,tshie
卅,saq,saeq
升,sen,sen
午,wu,vu
午,ng,ng
午,u,ou
午覺,wu kau,vu ciau
午觉,wu kau,vu ciau
卉,hue,hue
半,poe,poe
半个,poe ku,poe keq
半個,poe ku,poe kou
半日天,poe gniq thi,poe zeq thie
半死半活,poe si poe weq,poe sy poe weq
卍,me,me
卍,ve,ve
华,gho,gho
华,ho,ho
华,wa,gho
华,gho,wa
协,yaq,yiq
协,yiq,yiq
卐,me,me
卐,ve,ve
卑,pe,pe
卒,tseq,tseq
卓,tsoq,tsoq
協,yaq,yiq
協,yiq,yiq
单,te,te
单,zoe,zoe
单个,te ku,te keq
单于,zoe yu,zoe yu
单行,te ghaon,te ghaon
单行,te yin,te yin
单被,te bi,te bi
卖,ma,ma
南,noe,noe
南,na,na
博,poq,poq
博聞強識,poq ven jian tsy,poq ven jian tsyu
博闻强识,poq ven jian tsy,poq ven jian tsyu
卜,poq,poq
卜,boq,boq
卝,khuaon,khuaon
卝,kue,kue
卞,bi,bie
卟,poq,poq
占,tsoe,tsoe
占,tsi,tsie
卡,kha,kha
卢,lu,lou
卣,yeu,yeu
卤,lu,lou
卦,ko,ko
卦,kua,ko
卦,ko,kua
卧,ngu,ngou
卩,tsiq,tsiq
卫,we,we
卬,gnian,gnian
卬,ngaon,ngaon
卮,tsy,tsyu
卮,tsy,tsy
卯,mau,mau
卯,tsi,mau
印,in,in
印行,in ghaon,in ghaon
危,we,we
即,tsiq,tsiq
却,chiaq,chiaq
却,chioq,chiuq
却,chiuq,chiuq
卵,loe,loe
卵,lu,lou
卵生,lu sen,lou sen
卵細胞,lu si pau,lou si pau
卵细胞,lu si pau,lou si pau
卷,cioe,cioe
卸,sia,sia
卹,siq,siq
卺,cin,cin
卻,chiaq,chiaq
卻,chioq,chiuq
卻,chiuq,chiuq
卽,tsiq,tsiq
卿,chin,chin
厂,tshan,tshan
厂,hoe,hoe
厂,oe,oe
厂家,tshan cia,tshan cia
厂家,tshan ka,tshan cia
厂长,tshan tsan,tshan tsan
厃,we,we
厃,yi,ye
厄,ngeq,ngeq
厅,thin,thin
厅长,thin tsan,thin tsan
历,liq,liq
厉,li,li
压,aq,aq
厌,i,ie
厍,so,so
厔,seq,seq
厔,tseq,tseq
厕,tshy,tshy
厖,maon,maon
厘,li,li
厙,so,so
厚,gheu,gheu
厚,gheu,yeu
厝,tshu,tshou
原,gnioe,gnioe
厢,sian,sian
厣,i,ie
厥,cioq,ciuq
厥,ciuq,ciuq
厦,gho,gho
厦,sa,so
厦,shia,ia
厦,gho,shia
厨,zy,zyu
厨房间,zy vaon ke,zyu baon ke
厩,cieu,cieu
厭,i,ie
厮,sy,sy
厰,tshan,tshan
厰家,tshan cia,tshan cia
厰家,tshan ka,tshan cia
厰長,tshan tsan,tshan tsan
厲,li,li
厴,i,ie
厶,sy,sy
去,chi,chi
去,chiu,chiu
去个,chi gheq,chi keq
去了,chi leq,chi leq
去了,chi liau,chi liau
去了,chiu leq,chiu leq
去問,chi men,chi ven
去年仔,chiu gni tsy,chiu gnie tsy
去问,chi men,chi ven
厾,toq,toq
县,yoe,yoe
县长,yoe tsan,yoe tsan
叁,se,se
参,tshoe,tshoe
参,sen,sen
参,tshen,tshen
参差,tshen tshy,tshen tshy
參,tshoe,tshoe
參,sen,sen
參,tshen,tshen
參差,tshen tshy,tshen tshy
叄,se,se
叆,e,e
叆,i,ie
叇,de,de
又,yeu,yeu
又,ieu,ieu
又,yi,yeu
叉,tsho,tsho
叉,tsha,tsho
叉子,tsha tsy,tsho tsy
叉开,tsha khe,tsho khe
叉开,tsho khe,tsho khe
叉手,tsha seu,tsho seu
叉着,tsha zaq,tsho zaq
叉腰,tsha iau,tsho iau
叉路,tsha lu,tsho lou
叉車,tsha tsho,tsho tsho
叉车,tsha tsho,tsho tsho
叉開,tsha khe,tsho khe
叉開,tsho khe,tsho khe
及,jiq,jiq
友,yeu,yeu
友,ieu,ieu
双,saon,saon
双十,saon seq,saon seq
双行,saon ghaon,saon ghaon
双行,saon yin,saon yin
反,fe,fe
反抄耳光,fe tshau gni kuaon,fe tshau gni kuaon
反省,fe sin,fe sin
发,faq,faeq
发行,faq ghan,faeq ghan
发行,faq yin,faeq yin
叔,soq,soq
叕,tseq,tseq
取,tshiu,tshi
受,zeu,zeu
受伤个,zeu saon gheq,zeu saon keq
受降,zeu ghaon,zeu ghaon
变,pi,pie
变个,pi ku,pie keq
变大,pi du,pie dou
变死,pi si,pie sy
叙,ziu,zi
叚,ka,ka
叛,boe,boe
叟,seu,seu
叠,diq,diq
叠,deq,deq
叠柴垛,deq za tu,deq ze tou
叠起来,deq chi le,deq chi le
叢,zon,zon
口,kheu,kheu
古,ku,kou
句,ciu,ciu
句,keu,keu
句讀,ciu deu,ciu deu
句读,ciu deu,ciu deu
另,lin,lin
叨,tau,tau
叨,thau,thau
叨教,tau kau,tau ciau
叩,kheu,kheu
只,tseq,tseq
只,tsaq,tsaq
叫,ciau,ciau
叫,kau,ciau
叫个,ciau ku,ciau keq
叫個,ciau ku,ciau kou
叫化子,kau ho tsy,ciau ho tsy
召,zau,zau
叭,pa,po
叭,pa,pa
叮,tin,tin
可,khu,khou
可,kheq,kheq
可汗,kheq ghoe,kheq ghoe
台,de,de
台,the,the
台州,the tseu,the tseu
台长,de tsan,de tsan
叱,tsheq,tsheq
史,sy,syu
史,sy,sy
右,yeu,yeu
叵,phu,phu
叶,yiq,yiq
叶,yaq,yiq
号,ghau,ghau
司,sy,sy
司長,sy tsan,sy tsan
司长,sy tsan,sy tsan
叹,the,the
叻,leq,leq
叼,tiau,tiau
叽,ci,ci
吁,shiu,shiu
吁,yu,yu
吃,chiq,chiq
吃个,chiq gheq,chiq keq
吃亏,chiq chiu,chiq chiu
吃亏,chiq khue,chiq khue
吃生活,chiq san weq,chiq san weq
吃着受用,chiq tsaq zeu yon,chiq tsaq zeu yon
吃耳光,chiq gni kuaon,chiq gni kuaon
吃饭间,chiq ve ke,chiq ve ke
各,koq,koq
各个,koq ku,koq keq
各個,koq ku,koq kou
各行,koq ghaon,koq ghaon
吅,shioe,shioe
吆,iau,iau
合,gheq,gheq
合,keq,keq
合并,gheq pin,gheq pin
合算,keq soe,keq soe
合腮,keq se,keq se
吉,ciq,ciq
吊,tiau,tiau
吊孝,tiau hau,tiau hau
吋,tshen,tshen
同,don,don
同行,don ghaon,don ghaon
同行,don yin,don yin
名,min,min
名望,min waon,min maon
后,gheu,gheu
后,gheu,yeu
后个,gheu ku,gheu keq
后日天,gheu gniq thi,gheu zeq thie
后生,gheu san,gheu san
吏,li,li
吐,thu,thou
向,shian,shian
向日,shian zeq,shian zeq
吒,tso,tso
吓,haq,haeq
吓,haq,haq
吕,liu,li
吖,a,aeq
吖,ia,ia
吗,mo,mo
吗,ma,ma
吚,i,ie
吚,yi,yi
君,cion,ciun
君,ciun,ciun
吝,lin,lin
吞,then,then
吞咽,then i,then ie
吟,gnin,gnin
吠,fi,fi
吠,vi,vi
吡,phi,phi
吣,tshin,tshin
否,feu,feu
否,phi,phi
否,bi,bi
否往泰來,phi uaon tha le,phi uaon tha le
否往泰来,phi uaon tha le,phi uaon tha le
否德,phi teq,phi teq
否心,phi sin,phi sin
否极泰来,phi jiq tha le,phi jiq tha le
否極泰來,phi jiq tha le,phi jiq tha le
否臧,phi tsaon,phi tsaon
吧,ba,ba
吧,pa,po
吧主,pa tsy,po tsyu
吧裏向,pa li shian,po li shian
吧里向,pa li shian,po li shian
吨,ten,ten
吨,then,then
吩,fen,fen
含,ghoe,ghoe
听,thin,thin
吭,khaon,khaon
吭,ghaon,ghaon
吭,khen,khen
吮,zen,zen
启,chi,chi
吱,tsy,tsyu
吱,tsy,tsy
吲,in,in
吲,sen,sen
吳,wu,vu
吳,wu,ghou
吳,ng,ng
吴,wu,vu
吴,wu,ghou
吴,ng,ng
吵,tshau,tshau
吶,naq,naeq
吶,naq,neq
吸,shiq,shiq
吹,tshy,tshyu
吹,tshoe,tshe
吻,ven,ven
吻,min,min
吻,ven,men
吼,heu,heu
吾,ngu,ngou
吿,kau,kau
呀,ia,ia
呂,liu,li
呃,eq,eq
呆,nge,nge
呆,te,te
呆傻,te sa,te so
呆子,te tsy,te tsy
呆小症,te siau tsen,te siau tsen
呆木大,nge moq du,nge moq dou
呆滞,te zy,te zyu
呆滯,te zy,te zyu
呆脫了,nge theq leq,nge theq leq
呆脱了,nge theq leq,nge theq leq
呇,chi,chi
呈,zen,zen
告,kau,kau
呋,fu,fu
呎,tshaq,tsheq
呐,naq,naeq
呐,naq,neq
呑,then,then
呒,m,mo
呒,m,m
呒啥关系,m sa kue yi,mo so kue yi
呒大呒小,m du m siau,mo dou mo siau
呒没关系,m meq kue yi,mo meq kue yi
呓,gni,gni
呔,te,te
呔,tha,tha
呕,eu,eu
呕,eu,ieu
呖,liq,liq
呗,pe,pe
呗,ba,ba
员,yoe,yoe
员,yon,yun
呙,ko,ko
呙,u,ou
呙,wa,gho
呙,wu,ghou
呛,tshian,tshian
呜,u,ou
呢,gni,gni
呢,ne,gni
呢,neq,gni
呢,gni,neq
呣,m,mo
呣,meu,meu
呣,m,m
呤,lin,lin
呤,lin,gnin
呦,ieu,ieu
周,tseu,tseu
呪,tseu,tseu
呯,bin,bin
呱,kuaq,kuaeq
呱,ku,kou
呲,tsy,tsyu
味,vi,vi
味,mi,vi
味,vi,mi
味道,mi dau,vi dau
呴,heu,heu
呵,ho,hou
呵,heq,hou
呶,na,nau
呶,nau,nau
呷,haq,haeq
呸,phe,phe
呻,sen,sen
呻,zen,zen
呼,hu,hou
命,min,min
呾,thaq,thaeq
咀,tsiu,tsi
咂,tsaq,tsaeq
咄,teq,teq
咄,du,dou
咄,doq,doq
咆,bau,bau
咇,piq,piq
咉,ian,ian
咉,ian,aon
咋,tsaq,tsaeq
咋,tso,tso
咋,za,za
咋个,tsaq ku,tsaeq keq
咋個,tsaq ku,tsaeq kou
和,wu,ghou
咍,he,he
咎,jieu,jieu
咏,ion,ion
咐,fu,fu
咒,tseu,tseu
咔,kha,kha
咕,ku,kou
咕,gu,kou
咕,ku,gou
咖,kha,kha
咖,ka,cia
咖哩,ka li,cia li
咖喱,ka li,cia li
咙,lon,lon
咚,ton,ton
咛,gnin,gnin
咝,sy,sy
咡,gni,gni
咣,kuaon,kuaon
咤,tso,tso
咥,diq,diq
咥,si,sie
咦,yi,yi
咦,yi,ye
咧,liq,liq
咨,tsy,tsy
咩,mi,mie
咩,ma,mie
咪,mi,mi
咫,tsy,tsyu
咫,tseq,tseq
咬,ngau,ngau
咬,yau,yau
咬耳朵,ngau gni tu,ngau gni tou
咭,shiq,shiq
咯,kaq,kaq
咯,loq,loq
咯,koq,koq
咱,tsa,tsa
咳,kheq,kheq
咴,hue,hue
咷,dau,dau
咸,ghe,ye
咸,yi,ye
咸,ghe,ghe
咹,eq,eq
咺,shioe,shioe
咻,shieu,shieu
咼,ko,ko
咼,u,ou
咼,wa,gho
咼,wu,ghou
咽,iq,iq
咽,i,ie
咽下,i gho,ie gho
咽喉,i gheu,ie gheu
咽头,i deu,ie deu
咽炎,i yi,ie ye
咽頭,i deu,ie deu
咾,lau,lau
咾,loq,loq
咿,i,ie
咿,yi,yi
咿个,i gheq,ie keq
咿只,i tsaq,ie tsaq
哀,e,e
哀个,e gheq,e keq
品,phin,phin
哂,sen,sen
哃,don,don
哄,hon,hon
哆,tu,tou
哇,ua,ua
哈,ha,ha
哈啰,ha lu,ha lou
哈囉,ha lu,ha lou
哈日,ha zeq,ha zeq
哉,tse,tse
哉,ze,ze
哉,zeq,tse
哌,pha,pha
响,shian,shian
哎,e,e
哏,gen,gen
哏,hen,hen
哐,khuaon,khuaon
哑,o,o
哑,ia,ia
哒,taq,taeq
哒,daq,daeq
哓,shiau,shiau
哔,piq,piq
哕,hue,hue
哕,ioq,ioq
哕,iuq,ioq
哗,gho,gho
哗,hua,ho
哙,khue,khue
哚,tu,tou
哚,tu,toq
哜,zi,zi
哝,non,non
哞,meu,meu
哟,yau,yau
哟,yau,io
員,yoe,yoe
員,yon,yun
哢,lon,lon
哢,lon,khaeq
哥,ku,kou
哦,ngu,ngou
哦,au,au
哦,ngu,gho
哦,o,o
哧,tshaq,tsheq
哨,sau,sau
哩,li,li
哪,na,na
哪,no,no
哪,na,lo
哪一个,na iq ku,na iq keq
哪一個,na iq ku,na iq kou
哪个,na ku,na keq
哪個,na ku,na kou
哪吒,no tso,no tso
哪咤,no tso,no tso
哭,khoq,khoq
哮,shiau,shiau
哮,shiau,hau
哱,beq,beq
哱,pheq,pheq
哱,po,po
哲,tseq,tseq
哳,tsaq,tsaeq
哴,laon,laon
哴,laon,lian
哶,mi,mie
哺,bu,bu
哼,hen,han
哼,han,han
哼,han,hen
哽,kan,ken
哽,kan,kan
哿,ku,kou
唁,yi,ye
唄,pe,pe
唄,ba,ba
唆,su,sou
唇,zen,zen
唉,e,e
唉,e,ghe
唊,kaq,kaeq
唊,chi,kaeq
唏,shi,shi
唐,daon,daon
唑,zu,zou
唔,n,n
唕,zau,zau
唛,maq,maq
唝,hon,hon
唝,kon,kon
唠,lau,lau
唢,su,sou
唣,zau,zau
唤,huoe,huoe
唧,tsiq,tsiq
唩,u,ou
唪,von,von
唬,hu,hou
唬,haq,hou
售,zeu,zeu
唯,vi,vi
唰,saq,saeq
唱,tshaon,tshan
唱,tshaon,tshaon
唳,liq,liq
唳,li,li
唶,tseq,tseq
唶,tsoq,tsoq
唷,yoq,ioq
唸,gnie,gnie
唸,gni,gnie
唻,le,le
唼,saq,saeq
唾,thu,thou
唿,hueq,hueq
啁,tsau,tsau
啁,thiau,thiau
啁,tseu,tseu
啃,khen,khen
啄,tsoq,tsoq
啄,zoq,zoq
商,saon,saon
商,saon,san
商行,saon ghaon,saon ghaon
啉,lin,lin
啉,le,le
啊,a,aeq
啊,gha,gho
啊,a,a
問,ven,ven
問,men,ven
問,ven,men
問一問,men iq men,ven iq ven
問世,men sy,ven syu
問人,men gnin,ven zen
問他,men tha,ven tha
問個,ven ku,ven kou
問候,men gheu,ven gheu
問價,men ka,ven cia
問儂,men non,ven non
問及,men jiq,ven jiq
問句,men ciu,ven ciu
問問,men men,ven ven
問問,ven ven,ven ven
問好,men hau,ven hau
問安,men oe,ven oe
問我,men ngu,ven ngou
問政,men tsen,ven tsen
問案,men oe,ven oe
問津,men tsin,ven tsin
問答,men taq,ven taeq
問罪,men zoe,ven ze
問藥,men yaq,ven yaq
問號,men ghau,ven ghau
問訊,men sin,ven sin
問話,men gho,ven gho
問誰,men ze,ven ze
問誰,men zoe,ven ze
問起,men chi,ven chi
問路,men lu,ven lou
問過,men ku,ven kou
問道,men dau,ven dau
問難,men ne,ven noe
問鼎,men tin,ven tin
啐,tshe,tshe
啐,tshoe,tshe
啓,chi,chi
啕,dau,dau
啖,de,de
啜,tshoq,tshoq
啜,tshoq,tsheq
啞,o,o
啞,ia,ia
啟,chi,chi
啡,fi,fi
