ch,wuu-sh
漳,tsaon
漴,zaon
漴,zon
漶,woe
漷,koq
漷嘴巴,koq tsy po
漸,zi
漹,i
漻,liau
漻,lieu
漼,tshoe
漾,yan
漿,tsian
潁,yin
潆,yin
潇,siau
潋,li
潍,vi
潏,yoq
潏,yuq
潑,pheq
潔,ciq
潖,bo
潘,phoe
潙,we
潛,zi
潜,zi
潞,lu
潟,siq
潢,waon
潤,zen
潦,liau
潧,tsen
潩,yi
潭,de
潭,zin
潮,zau
潮解,zau ka
潯,zin
潰,gue
潲,sau
潴,tsy
潵,sa
潵,se
潷,piq
潸,se
潺,tshe
潼,don
潽,phu
潾,lin
潿,we
澀,seq
澄,zen
澆,ciau
澇,lau
澈,tsheq
澉,koe
澌,sy
澍,zy
澎,ban
澐,yon
澐,yun
澗,ke
澗,ci
澛,lu
澜,le
澠,mi
澡,tsau
澤,zeq
澥,ga
澦,yu
澧,li
澪,lin
澫,me
澭,ion
澮,kue
澮,ue
澱,di
澳,au
澴,we
澶,zoe
澹,de
澼,phiq
澽,jiu
激,ciq
濁,zoq
濂,li
濃,gnion
濉,soe
濋,tshu
濎,tin
濑,le
濒,bin
濕,saq
濕,seq
濘,gnin
濚,yin
濛,mon
濜,zin
濞,bi
濞,phi
濟,tsi
濠,ghau
濡,zy
濡,lu
濤,dau
濤,thau
濩,ghoq
濫,le
濬,tsin
濮,phoq
濯,zoq
濯,zau
濰,vi
濱,pin
濳,zi
濴,yin
濺,tsi
濼,loq
濼,phoq
濾,liu
瀂,lu
瀅,in
瀆,doq
瀉,sia
瀊,boe
瀋,sen
瀌,piau
瀍,zoe
瀏,lieu
瀑,boq
瀑,bau
瀔,koq
瀕,bin
瀘,lu
瀚,ghoe
瀛,yin
瀝,liq
瀟,siau
瀠,yin
瀣,ya
瀦,tsy
瀧,lon
瀨,le
瀬,le
瀰,mi
瀱,ci
瀲,li
瀴,in
瀵,fen
瀹,yaq
瀼,gnian
瀼,naon
瀾,le
灃,fon
灄,seq
灈,jiu
灋,faq
灌,kuoe
灏,ghau
灑,sa
灒,ze
灔,yi
灕,li
灘,the
灝,ghau
灞,pa
灣,ue
灤,loe
灧,yi
灩,yi
火,hu
火叉,hu tsha
火大,hu du
灬,hu
灬,piau
灭,miq
灯,ten
灰,hue
灵,lin
灵个,lin gheq
灶,tsau
灶头间,tsau deu ke
灶披间,tsau phi ke
灶间,tsau ke
灸,cieu
灼,tsaq
災,tse
灾,tse
灿,tshe
炀,yan
炅,cion
炅,kue
炆,men
炆,ven
炉,lu
炊,tshoe
炌,kha
炎,yi
炎日,yi zeq
炒,tshau
炒更,tshau kan
炔,chioq
炔,chiuq
炕,khaon
炖,ten
炙,tsaq
炜,we
炝,tshian
炟,taq
炣,khu
炫,yoe
炬,jiu
炭,the
炮,phau
炯,cion
炱,de
炳,pin
炷,tsy
炸,tso
炸,tsa
点,ti
為,we
炻,zaq
炼,li
炽,tshy
烀,hu
烁,soq
烂,le
烂大块头,le du khue deu
烂铺絮,le phu si
烃,thin
烃,cin
烅,shioq
烅,shiuq
烈,liq
烊,yan
烏,u
烏日,u zeq
烏龜,u ciu
烏龜,u kue
烑,yau
烔,don
烘,hon
烙,loq
烛,tsoq
烜,shioe
烝,tsen
烟,i
烠,we
烤,khau
烦,ve
烦恶,ve u
烧,sau
烧夹生饭,sau kaq san ve
烨,yiq
烩,kue
烩,hue
烫,thaon
烬,zin
热,gniq
热望,gniq waon
烯,shi
烴,thin
烴,cin
烶,thin
烷,woe
烹,phen
烺,laon
烻,yi
烽,fon
烿,yon
焆,cioe
焆,iq
焉,i
焊,ghoe
焋,tsaon
焌,tshiq
焌,tsin
焐,u
焓,ghoe
焕,huoe
焖,men
焗,jioq
焘,dau
焙,be
焚,ven
焜,khuen
焞,then
焠,tshoe
無,wu
無度,wu du
無日,wu zeq
無望,wu waon
焦,tsiau
焮,shin
焯,tsaq
焰,yi
焱,yi
然,zoe
煁,zen
煃,khue
煅,toe
煆,shia
煉,li
煊,shioe
煋,sin
煌,waon
煎,tsi
煑,tsy
煒,we
煓,thoe
煕,shi
煖,noe
煖,shioe
煙,i
煜,yoq
煜,yuq
煞,saq
煟,we
煠,zaq
煢,jion
煤,me
煥,huoe
煦,shiu
照,tsau
煨,ue
煩,ve
煩惡,ve u
煬,yan
煮,tsy
煲,pau
煳,wu
煴,ion
煴,iun
煴,uen
煸,pi
煺,thoe
煼,tseu
煽,soe
熄,siq
熅,ion
熅,iun
熅,uen
熇,hoq
熇,shiau
熊,yon
熏,shion
熏,shiun
熒,yin
熒,yon
熓,u
熔,yon
熗,tshian
熘,lieu
熙,shi
熛,piau
熜,tshon
熝,loq
熟,zoq
熠,yiq
熥,thon
熨,ion
熨,iun
熬,ngau
熯,hoe
熱,gniq
熱望,gniq waon
熳,moe
熵,saon
熹,shi
熻,shiq
熾,tshy
燀,te
燀,tshoe
燁,yiq
燂,toq
燃,zoe
燈,ten
燉,ten
燊,sen
燋,tsiau
燎,liau
燏,yoq
燏,yuq
燐,lin
燒,sau
燒夾生飯,sau kaq san ve
燔,ve
燕,i
燖,zin
燙,thaon
燚,yiq
燜,men
營,yin
營,yon
營長,yin tsan
燠,ioq
燥,sau
燦,tshe
燧,zoe
燬,hue
燭,tsoq
燮,siq
燴,kue
燴,hue
燹,si
燻,shion
燻,shiun
燼,zin
燽,zeu
燾,dau
燿,yau
爁,le
爃,yon
爅,meq
爆,bau
爆,pau
爆米花,pau mi ho
爆魚,pau ng
爆鱼,pau ng
爇,gniq
爊,ngau
爍,soq
爎,liau
爐,lu
爔,shi
爙,gnian
爚,yaq
爛,le
爛大塊頭,le du khue deu
爛鋪絮,le phu si
爝,tsiaq
爟,kuoe
爨,tshoe
爪,tsau
爪,tsa
爪儿,tsa er
爪兒,tsa er
爪子,tsa tsy
爪手,tsa seu
爪手爪脚,tsa seu tsa ciaq
爪手爪腳,tsa seu tsa ciaq
爫,tsau
爬,bo
爬,ba
爬死爬活,bo si bo weq
爭,tsen
爭,tsan
爭吵,tsan tshau
爭吵,tsen tshau
爭氣,tsan chi
爮,bau
爰,yoe
爱,e
爲,we
爲二,we er
爲二,we gni
爲家,we cia
爲自家,we zy ka
爵,tsiaq
父,vu
爷,ya
爸,pa
爹,tia
爺,ya
爻,yau
爽,saon
爽呆,saon te
爾,er
爾,n
爿,be
牀,zaon
牁,ku
牂,tsaon
牆,zian
片,phi
版,pe
牋,tsi
牌,ba
牍,doq
牐,zaq
牒,diq
牖,yeu
牘,doq
牙,nga
牙,ya
牚,tshan
牛,gnieu
牛仔,gnieu tse
牛圈,gnieu jioe
牛肚,gnieu tu
牜,gnieu
牝,phin
牟,meu
牠,tha
牡,meu
牡,mu
牢,lau
牢大,lau du
牢長,lau tsan
牢長,lau zan
牢长,lau tsan
牢长,lau zan
牥,faon
牦,mau
牧,moq
物,veq
物,meq
物事,meq zy
牮,tsi
牯,ku
牲,sen
牲,san
牴,ti
牵,chi
特,deq
牺,shi
牻,maon
牽,chi
牾,ngu
牿,koq
犀,si
犁,li
犄,tsi
犇,pen
犊,doq
犋,jiu
犍,ci
犍,ji
犏,phi
犒,khau
犖,loq
犛,mau
犟,jian
犢,doq
犧,shi
犨,tsheu
犬,chioe
犭,chioe
犯,ve
犰,jieu
犴,ghoe
犴,ngoe
状,zaon
犷,kuaon
犸,mo
犹,yeu
犺,khaon
犽,nga
狀,zaon
狁,yon
狁,yun
狂,guaon
狂,waon
狃,gnieu
狄,diq
狈,pe
狉,phi
狍,bau
狎,ghaq
狐,wu
狒,vi
狗,keu
狙,tsiu
狝,si
狞,gnin
狠,hen
狡,ciau
狨,gnion
狩,seu
独,doq
独个,doq ku
独养儿子,doq yan gni tsy
独生,doq san
狭,ghaq
狮,sy
狯,kua
狯,waq
狰,tsen
狱,gnioq
狲,sen
狳,yu
狴,bi
狷,cioe
狸,li
狹,ghaq
狺,gnin
狻,soe
狼,laon
狽,pe
猁,li
猃,shi
猄,cin
猇,ghau
猇,hau
猊,gni
猎,laq
猕,mi
猖,tshaon
猗,i
猗,ji
猙,tsen
猛,man
猛,men
猜,tshe
猜,tshoe
猜謎謎子,tshe me me tsy
猜謎謎子,tshoe me me tsy
猜谜谜子,tshe me me tsy
猜谜谜子,tshoe me me tsy
猝,tsheq
猝,tshoq
猞,so
猡,lu
猢,weq
猢,wu
猥,ue
猩,sin
猪,tsy
猪仔,tsy tse
猪圈,tsy jioe
猫,mau
猫,mau
猬,we
献,shi
猯,thoe
猰,chiq
猰,haq
猰,iaq
猱,nau
猴,gheu
猶,yeu
猷,yeu
猸,me
猹,zo
猺,yau
猻,sen
猾,waq
猿,yoe
獁,mo
獃,nge
獄,gnioq
獅,sy
獍,cin
獎,tsian
獐,tsaon
獒,ngau
獗,cioq
獗,ciuq
獠,liau
獨,doq
獨個,doq ku
獨生,doq san
獨養兒子,doq yan gni tsy
獪,kua
獪,waq
獫,shi
獬,ya
獭,thaq
獮,si
獯,shion
獯,shiun
獰,gnin
獲,weq
獴,mon
獵,laq
獷,kuaon
獸,seu
獺,thaq
獻,shi
獼,mi
獾,huoe
玀,lu
玃,cioq
玄,yoe
玄,yi
玄奘,yoe zaon
率,liq
率,se
率,seq
率,soe
率先,se si
率兵,se pin
率性,se sin
率然,se zoe
率直,se zeq
率真,se tsen
率部,se bu
率队,se de
率隊,se de
率領,se lin
率领,se lin
玉,gnioq
王,waon
玎,tin
玐,paq
玑,ci
玒,ghon
玓,tiq
玔,tshoe
玕,koe
玖,cieu
玗,yu
玘,chi
玙,yu
玚,yan
玛,mo
玛,ma
玞,fu
玟,min
玟,ven
玠,cia
玠,ka
玡,nga
玡,ya
玢,pin
玤,baon
玥,yoq
玥,yuq
玦,cioq
玦,ciuq
玨,cioq
玩,we
玩,woe
玩,me
玪,ci
玪,ji
玫,me
玮,we
环,gue
现,yi
玱,tshan
玱,tshian
玲,lin
玳,de
玵,koe
玵,ngoe
玶,bin
玷,ti
玸,vu
玹,yi
玹,yoe
玺,si
玻,pu
玼,tshy
玽,keu
玿,zau
珀,phaq
珂,khu
珃,zoe
珅,sen
珇,tsu
珇,ziu
珈,ka
珉,min
珊,se
珋,lieu
珌,piq
珍,tsen
珏,cioq
珏,ciuq
珐,faq
珑,lon
珒,tsin
珕,liq
珖,kuaon
珘,tseu
珙,kon
珚,i
珛,shieu
珝,shiu
珞,loq
珠,tsy
珢,gnin
珣,sin
珥,er
珦,shian
珧,yau
珨,ghaq
珩,ghan
珪,kue
珫,tshon
珬,siq
班,pe
班長,pe tsan
班长,pe tsan
珮,be
珰,taon
珲,hue
珲,wen
珵,zen
珶,di
珷,vu
珸,ngu
珹,zen
珺,cion
珺,ciun
珼,pe
珽,thin
現,yi
琀,ghoe
琂,gni
球,jieu
琄,yoe
琅,laon
理,li
琇,sieu
琈,veu
琉,lieu
琊,nga
琊,ya
琊,zia
琎,tsin
琏,li
琐,su
琔,di
琗,tshe
琚,ciu
琛,tshen
琟,gnioq
琟,vi
琡,tshoq
琢,tsoq
琤,tshan
琤,tshen
琥,hu
琦,ji
琨,khuen
琪,ji
琫,pon
琬,uoe
琭,loq
琮,zon
琯,koe
琯,kuoe
琰,yi
琱,tiau
琲,be
琳,lin
琴,jin
琵,bi
琶,ba
琶,bo
琺,faq
琼,jion
琿,hue
琿,wen
瑀,yu
瑁,mau
瑂,me
瑃,tshen
瑄,si
瑅,di
瑆,sin
瑈,zeu
瑋,we
瑏,tshoe
瑑,zoe
瑒,yan
瑓,li
瑔,zi
瑕,shia
瑖,toe
瑗,yoe
瑙,nau
瑚,wu
瑛,in
瑜,yu
瑜伽,yu ka
瑝,waon
瑞,zoe
瑟,seq
瑢,yon
瑣,su
瑤,yau
瑧,tsin
瑨,tsin
瑩,yin
瑩,yon
瑪,mo
瑪,ma
瑬,lieu
瑭,daon
瑯,laon
瑰,kue
瑱,thi
瑱,tsen
瑲,tshan
瑲,tshian
瑳,tshu
瑶,yau
瑷,e
瑽,tshon
瑾,jin
瑿,i
璀,tshoe
璁,tshon
璃,li
璆,jiu
璇,zi
璈,ngau
璉,li
璊,men
璋,tsaon
璎,in
璐,lu
璒,ten
璕,zin
璗,daon
璘,lin
璜,waon
璞,phoq
璟,cin
璠,ve
璡,tsin
璣,ci
璥,cin
璦,e
璧,piq
璨,tshe
璩,jiu
璪,tsau
璫,taon
璬,ciau
璮,the
環,gue
璱,seq
璲,zoe
璵,yu
璺,men
璻,tsoe
璼,le
璽,si
璿,zi
瓀,zoe
瓁,ngoq
瓃,le
瓄,doq
瓅,liq
瓊,jion
瓋,thiq
瓌,kue
瓍,zoe
瓏,lon
瓐,lu
瓒,ze
瓓,le
瓔,in
瓖,sian
瓘,koe
瓚,ze
瓜,ko
瓜,kua
瓞,diq
瓠,wu
瓢,biau
瓣,be
瓣,pe
瓤,naon
瓦,ngo
瓮,on
瓯,eu
瓴,lin
瓶,bin
瓷,zy
瓻,tshy
瓿,beu
甄,tsen
甌,eu
甍,man
甏,ban
甑,tsen
甓,biq
甕,on
甗,gni
甘,koe
甙,de
甚,zen
甜,di
生,sen
生,san
生下,san gho
生业,san gniq
生丝,san sy
生为,san we
生事,san zy
生于,san yu
生人,san gnin
生份,san ven
生僻,san phiq
生光的滑,san kuaon tiq waq
生冷,san lan
生出,san tsheq
生吃,san chiq
生喫,san chiq
生姜,san cian
生子,san tsy
生字,san zy
生怕,san pho
生意,san i
生成个,sen zen gheq
生手,san seu
生料,san liau
生於,san yu
生日,san gniq
生暴,san bau
生有,san yeu
生梨,san li
生業,san gniq
生毛病,san mau bin
生气,san chi
生氣,san chi
生活势劲,san weq sy cin
生活勢勁,san weq sy cin
生漆,san tshiq
生热,san gniq
生煎饅頭,san tsi moe deu
生煎馒头,san tsi moe deu
生煤,san me
生熱,san gniq
生爲,san we
生病,san bin
生皮,san bi
生相,san sian
生硬,san ngan
生米,san mi
生絲,san sy
生肖,san siau
生育,san yoq
生育,san yuq
生腻,san gni
生膩,san gni
生色,san seq
生药,san yaq
生菜,san tshe
生薑,san cian
生藥,san yaq
生角,san koq
生計,san ci
生计,san ci
生起,san chi
生过,san ku
生過,san ku
生鏽,san sieu
生鐵,san thiq
生铁,san thiq
生锈,san sieu
生長,sen tsan
生长,sen tsan
甡,sen
產,tshe
甥,san
甥,sen
甦,su
用,yon
用个,yon gheq
用场个,yon zan gheq
用家,yon cia
用着了,yon zaq leq
甩,huaq
甪,loq
甫,fu
甬,ion
甭,fion
甮,vion
甯,gnin
田,di
田家,di cia
由,yeu
甲,ciaq
申,sen
甴,tshoq
电,di
电脑个问题,di nau gheq ven di
男,noe
男个,noe gheq
男当家,noe taon ka
男當家,noe taon ka
甸,di
町,thin
町,tin
画,gho
画,wa
画行,gho ghaon
甽,tsen
甾,tsy
甾,tse
畀,peq
畀,pi
畅,tshan
畈,fe
畊,kan
畊,ken
畋,di
界,ka
界,cia
畎,chioe
畏,ue
畔,boe
畖,ua
留,lieu
留个,lieu ku
留個,lieu ku
留日,lieu zeq
畚,fen
畚,pen
畛,tsen
畜,tshoq
畜,shioq
畜,shiuq
畜产,shioq tshe
畜产,shiuq tshe
畜养,shioq yan
畜养,shiuq yan
畜牧,shioq moq
畜牧,shiuq moq
畜牲,tshoq san
畜牲,tshoq sen
畜生,tshoq san
畜產,shioq tshe
畜產,shiuq tshe
畜积,shioq tsiq
畜积,shiuq tsiq
畜積,shioq tsiq
畜積,shiuq tsiq
畜養,shioq yan
畜養,shiuq yan
畝,m
畝,meu
畢,piq
畢生,piq san
畢生,piq sen
畢鈿生絲,piq di sen sy
畤,tsy
略,liaq
畦,shi
畦,yi
番,fe
番,phoe
番禺,phoe gniu
畫,gho
畫,wa
畫行,gho ghaon
畯,tsin
異,yi
異行,yi ghaon
畲,so
畴,zeu
當,taon
當個,taon ku
當家,taon cia
當家,taon ka
畸,ji
畹,uoe
畿,ji
疁,leu
疁,lieu
疃,thoe
疄,lin
疆,cian
疇,zeu
疊,diq
疊,deq
疊柴垛,deq za tu
疊起來,deq chi le
疋,ia
疋,phiq
疋,sy
疍,de
疏,su
疐,ti
疐,tsy
疑,gni
疒,naq
疔,tin
疕,pi
疖,tsiq
疗,liau
疘,kon
疙,keq
疚,cieu
疝,se
疟,ngoq
疟,gniaq
疟疾,gniaq ziq
疟蚊,gniaq men
疠,la
疠,li
疡,yan
疢,tshen
疣,yeu
疤,pa
疤,po
疥,ka
疫,yoq
疫,yuq
疬,liq
疭,tson
疮,tshaon
疯,fon
疰,tsy
疱,pau
疱,phau
疲,bi
疳,koe
疴,khu
疵,tshy
疸,te
疹,tsen
疻,tsy
疼,den
疽,tsiu
疾,ziq
疿,be
痂,ka
痃,yi
痄,tso
病,bin
病房間,bin vaon ke
病房间,bin vaon ke
症,tsen
痈,ion
痉,jin
痊,zi
痍,yi
痒,yan
痓,zy
痔,zy
痕,ghen
痘,deu
痙,jin
痛,thon
痛恶,thon u
痛惡,thon u
痞,phi
痠,soe
痢,li
痣,tsy
痤,zu
痦,ngu
痧,so
痨,lau
痪,huoe
痫,yi
痫,ghe
痰,de
痱,be
痱,fi
痲,mo
痳,mo
痴,tshy
痴呆,tshy te
痹,bi
痺,bi
痼,ku
痿,ue
瘀,iu
瘁,tshoe
瘃,tsoq
瘅,te
瘆,sen
瘊,gheu
瘋,fon
瘌,laq
瘍,yan
瘏,du
瘐,yu
瘓,huoe
瘕,cia
瘕,gha
瘖,in
瘗,i
瘘,leu
瘙,sau
瘛,tshy
瘝,kue
瘞,i
瘟,uen
瘠,tsiq
瘡,tshaon
瘢,pe
瘤,lieu
瘥,tsha
瘥,zu
瘦,seu
瘧,ngoq
瘧,gniaq
瘧疾,gniaq ziq
瘧蚊,gniaq men
瘩,taq
瘪,piq
瘫,the
瘭,piau
瘮,sen
瘯,tshoq
瘰,lu
瘲,tson
瘳,tsheu
瘴,tsaon
瘵,tsa
瘸,jioq
瘸,jiuq
瘺,leu
瘻,leu
瘼,moq
瘾,in
瘿,in
癀,waon
療,liau
癃,lon
癆,lau
癇,yi
癇,ghe
癉,te
癌,nge
癍,pe
癒,yu
癔,i
癖,phiq
癗,le
癘,la
癘,li
癜,ti
癞,la
癟,piq
癡,tshy
癡呆,tshy te
癢,yan
癣,si
癤,tsiq
癥,tsen
癧,liq
癩,la
癫,ti
癬,si
癭,in
癮,in
癯,jiu
癰,ion
癱,the
癲,ti
癶,peq
癸,gue
登,ten
發,faq
發行,faq ghan
發行,faq yin
白,baq
百,paq
百花生日,paq ho san gniq
癿,ga
皁,zau
皂,zau
皃,mau
的,tiq
皆,cia
皇,waon
皈,kue
皋,kau
皎,ciau
皑,nge
皓,ghau
皕,piq
皖,uoe
皙,siq
皚,nge
皛,ciau
皞,ghau
皤,bu
皦,ciau
皭,ziaq
皮,bi
皰,phau
皱,tseu
皲,cion
皲,ciun
皴,tshen
皵,tshiaq
皸,cion
皸,ciun
皺,tseu
皿,min
皿,min
盂,yu
盃,pe
盅,tson
盆,ben
盈,yin
盉,wu
益,iq
盍,gheq
盎,aon
盏,tse
盐,yi
盐分,yi ven
监,ke
监,ci
监,cie
盒,ghaq
盔,khue
盖,ke
盗,dau
盘,boe
盚,jieu
盛,zen
盛,zan
盜,dau
盝,loq
盞,tse
盟,men
盡,zin
監,ke
監,ci
監,cie
盤,boe
盥,kuoe
盦,eq
盧,lu
盩,tseu
盪,daon
盪嘴巴,daon tsy po
目,moq
盯,tin
盱,shiu
盲,maon
直,zeq
直率,zeq se
盷,di
盷,yi
相,sian
相呆,sian te
盹,ten
盼,phe
盾,den
省,san
省,sin
省長,san tsan
省长,san tsan
眄,mi
眇,miau
眈,te
眉,mi
眊,mau
看,khoe
看个,khoe ku
看个人,khoe gheq gnin
看個,khoe ku
看個人,khoe gheq gnin
看吗,khoe ma
看嗎,khoe ma
看更,khoe kan
眍,kheu
眓,huaq
眗,kheu
眙,tshy
眙,yi
眚,sin
眞,tsen
真,tsen
真个,tsen gheq
真个,tsen ku
真率,tsen se
真生活,tsen san weq
眠,mi
眢,ioe
眥,tsy
眦,tsy
眨,saq
眩,yoe
眩,yi
眬,lon
眭,soe
眯,mi
眯,mi
眴,shioe
眵,tshy
眶,khuaon
眷,cioe
眸,meu
眺,thiau
眼,nge
眼生,nge san
眾,tson
着,zaq
着,tsaq
着棋,tsaq ji
着衣裳,tsaq i zaon
着衣鏡,tsaq i cin
着衣镜,tsaq i cin
着连裆裤,tsaq li taon khu
着連襠褲,tsaq li taon khu
睁,tsan
睁,tsen
睃,su
睇,di
睍,yi
睎,shi
睏,khuen
睏晏覺,khuen e kau
睏覺,khuen kau
睐,le
睑,ci
睚,nga
睚,ia
睛,tsin
睜,tsan
睜,tsen
睞,le
睡,zoe
睢,soe
督,toq
睥,phi
睦,moq
睨,gni
睫,ziq
睬,tshe
睹,tu
睽,gue
睾,kau
睿,zoe
瞀,meu
瞄,miau
瞄,miau
瞄一眼,miau iq nge
瞅,tsheu
瞇,mi
瞈,on
瞋,tshen
瞌,kheq
瞍,seu
瞎,haq
瞐,moq
瞑,min
瞒,moe
瞖,i
瞘,kheu
瞞,moe
瞟,phiau
瞠,tshen
瞢,mon
瞥,phiq
瞧,jiau
瞩,tsoq
瞪,ten
瞫,sen
瞬,sen
瞭,liau
瞰,khoe
瞳,don
瞵,lin
瞷,ghe
瞻,tsoe
瞼,ci
瞽,ku
瞿,jiu
矇,mon
矌,kuaq
矍,cioq
矓,lon
矗,tshoq
矚,tsoq
矛,meu
矛,mau
矜,cin
矞,cioq
矞,ciuq
矞,shioq
矞,shiuq
矞,yoq
矞,yuq
矢,sy
矣,yi
知,tsy
知行,tsy ghaon
矧,sen
矩,ciu
矫,ciau
矬,zu
短,toe
矮,a
矮仔,a tse
矮仔,a tsy
矯,ciau
矰,tsen
石,zaq
矴,din
矶,ci
矸,koe
矻,khueq
矼,kaon
矼,khaon
矼,khon
矽,ziq
矾,ve
矿,khuaon
矿长,khuaon tsan
砀,daon
码,mo
砂,so
砂,sa
砄,cioq
砄,ciuq
砆,fu
砉,huaq
砉,shioq
砉,shiuq
砊,khaon
砌,tshi
砍,khe
砑,nga
砑,nka
砒,phi
研,gni
研究个,gni cieu gheq
研究生,gni cieu san
砖,tsoe
砗,tsho
砘,den
砚,gni
砜,fon
砝,faq
砟,zoq
砠,tsiu
砣,du
砥,ti
砦,za
砧,tsen
砫,tsy
砬,liq
砭,pi
砮,nu
砰,phen
砲,phau
破,phu
破,pha
砵,peq
砷,sen
砸,zaq
砹,nge
砺,li
砻,lon
砼,don
砾,liq
础,tshu
硁,khan
硁,khen
硃,tsy
硅,kue
硇,nau
硊,kue
硊,wue
硌,kaq
硌,loq
硌,gaq
硌脚,loq ciaq
硌腳,loq ciaq
硍,khen
硎,yin
硐,don
硒,si
硔,ghon
硕,zaq
硕,soq
硕大,zaq du
硖,ghaq
硗,chiau
硙,gni
硙,nge
硚,jiau
硜,khan
硜,khen
硝,siau
硤,ghaq
硨,tsho
硪,ngu
硫,lieu
硬,ngan
硬仗,ngan tsan
硭,maon
确,chiaq
确,chioq
确,chiuq
硯,gni
硶,tshen
硷,ke
硼,ban
硿,khon
碁,ji
碃,tshin
碇,din
碈,min
碉,tiau
碌,loq
碍,nge
碎,se
碏,tshiaq
碑,pe
碓,te
碕,ji
碗,uoe
碘,ti
碚,be
碛,tshiq
碜,tshen
碞,nge
碟,diq
碡,zoq
碣,jiq
碣,iaq
碥,pi
碧,piq
碧綠生清,piq loq san tshin
碧綠生青,piq loq san tshin
碧绿生清,piq loq san tshin
碧绿生青,piq loq san tshin
碨,ue
碩,zaq
碩,soq
碩大,zaq du
碭,daon
碰,ban
碰,phan
碱,ke
碲,ti
碳,the
碴,za
碶,chi
碸,fon
碹,shioe
確,chioq
確,chiuq
碼,mo
碾,gni
磁,zy
磅,paon
磅,baon
磆,waq
磇,phi
磉,saon
磊,le
磋,tshu
磏,li
磐,boe
磑,gni
磑,nge
磔,tsaq
磕,kheq
磙,kuen
磚,tsoe
磜,tshi
磡,khe
磣,tshen
磧,tshiq
磨,mu
磨,mo
磬,chin
磯,ci
磲,jiu
磴,ten
磷,lin
磸,din
磹,di
磺,waon
磻,boe
磻,pu
磽,chiau
礁,tsiau
礄,jiau
礅,ten
礆,ke
礌,le
礎,tshu
礐,ghoq
礐,khoq
礓,cian
礙,nge
礞,mon
礤,tshaq
礦,khuaon
礦長,khuaon tsan
礧,le
礪,li
礫,liq
礬,ve
礮,phau
礱,lon
礳,mu
礴,boq
礵,saon
示,zy
礻,zy
礼,li
礼乐,li yaq
社,zo
社長,zo tsan
社长,zo tsan
祀,zy
祁,ji
祂,tha
祃,mo
祆,shi
祇,ji
祈,ji
祈望,ji waon
祉,tsy
祋,te
祎,i
祏,zaq
祐,yeu
祓,feq
祕,pi
祖,tsu
祗,tsy
祘,soe
祚,zu
祛,chiu
祜,wu
祝,tsoq
神,zen
神妖鬼怪,zen iau ciu kua
祟,soe
祠,zy
祡,za
祢,gni
祢,ni
祥,zian
祧,thiau
票,phiau
祭,tsi
祯,tsen
祲,tsin
祷,tau
祷,dau
祸,wu
祺,ji
祼,kuoe
祾,lin
祿,loq
禀,pin
禁,cin
禄,loq
禅,zoe
禊,yi
禋,in
禍,wu
禎,tsen
福,foq
禒,si
禔,tsy
禕,i
禘,di
禚,tsaq
禛,tsen
禡,mo
禤,shioe
禦,gniu
禧,shi
禪,zoe
禮,li
禮樂,li yaq
禰,gni
禱,tau
禱,dau
禳,gnian
禹,yu
禹,yoq
禹,yuq
禺,gniu
离,li
离伊,li i
禽,jin
禾,wu
禿,theq
秀,sieu
私,sy
私拿,sy na
秃,theq
秆,koe
秈,si
秉,pin
秋,tshieu
种,tson
种,zon
科,khu
科長,khu tsan
科长,khu tsan
秒,miau
秕,pi
秘,pi
秘,mi
租,tsu
秣,meq
秤,tshen
秦,zin
秧,ian
秩,zeq
秫,zeq
秬,jiu
秭,tsy
积,tsiq
称,tshen
秸,ciq
移,yi
移行,yi ghaon
移行,yi yin
秽,hue
秾,gnion
稀,shi
稂,laon
稃,fu
稅,soe
稆,liu
稈,koe
程,zen
稌,du
稌,zy
稍,sau
税,soe
稑,loq
稔,gnin
稕,tsen
稗,ba
稙,tseq
稚,zy
稜,len
稝,man
稞,khu
稟,pin
稠,zeu
稣,su
種,tson
稱,tshen
稳,uen
稳拿,uen na
稷,tsiq
稹,tsen
稻,dau
稼,cia
稽,ci
稾,kau
稿,kau
穀,koq
穄,tsi
穆,moq
穇,se
穇,tshen
穇,tshoe
穋,loq
穌,su
積,tsiq
穎,yin
穑,seq
穗,zoe
穙,boq
穜,don
穜,tson
穟,zoe
穠,gnion
穡,seq
穢,hue
穧,tsi
穩,uen
穩拿,uen na
穫,weq
穰,gnian
穴,yoq
穴,yuq
究,cieu
穷,jion
穷日,jion zeq
穷死极想,jion si jiq sian
穷鬼,jion kue
穸,ziq
穹,chion
穹,jion
空,khon
穿,tshoe
穿孝,tshoe hau
穿行,tshoe ghaon
穿行,tshoe yin
窀,tsen
突,deq
窃,tshiq
窄,tsaq
窅,iau
窈,iau
窊,ua
窍,chiau
窎,tiau
窑,yau
窒,tseq
窕,diau
窖,ciau
窖,kau
窗,tshaon
窘,cion
窘,ciun
窘况,cion khuaon
窘况,ciun khuaon
窘況,cion khuaon
窘況,ciun khuaon
窜,tshoe
窝,u
窝家,u cia
窟,khoq
窟,khueq
窠,khu
窣,seq
窥,khue
窦,deu
窨,in
窨,shion
窨,shiun
窩,u
窩家,u cia
窪,ua
窬,yu
窭,jiu
窮,jion
窮日,jion zeq
窮死極想,jion si jiq sian
窮鬼,jion kue
窯,yau
窳,yu
窵,tiau
窶,jiu
窸,siq
窺,khue
窾,khue
窾,khuoe
窿,lon
竄,tshoe
竅,chiau
竇,deu
